signal_strength_dbm,throughput_mbps,latency_ms
-83.04,49.81,17.97
-69.04,75.44,15.2
-71.57,131.44,13.13
-65.31,9.21,190.74
-83.89,11.01,17.13
-69.47,12.52,135.23
-72.94,27.61,193.94
-65.06,64.91,18.03
-80.85,9.98,35.56
-83.55,0.5,25.34
-55.24,56.5,95.39
-74.49,12.41,35.02
-78.81,52.1,13.18
-86.4,8.8,119.15
-73.89,14.23,29.59
-77.08,12.01,243.09
-63.34,13.79,112.78
-40.66,82.68,7.29
-57.87,23.02,48.37
-54.42,220.44,2.92
-63.99,15.36,35.15
-92.48,0.5,41.12
-54.53,27.82,35.55
-80.86,22.36,43.18
-67.93,86.67,10.92
-68.9,36.4,35.01
-75.38,18.28,29.0
-70.66,16.12,89.46
-52.39,23.67,486.41
-48.99,83.92,56.3
-71.1,14.94,28.61
-80.32,59.3,15.57
-77.85,10.14,31.93
-48.76,105.75,23.43
-64.82,17.53,30.78
-64.79,16.0,237.22
-72.48,15.09,34.6
-81.82,19.48,59.59
-41.62,62.66,10.11
-52.96,60.84,98.52
-30.35,104.28,6.38
-88.01,6.62,36.05
-95.0,6.09,66.14
-50.52,132.99,9.2
-83.64,93.33,24.05
-78.03,128.42,19.54
-72.33,41.46,11.79
-66.95,17.56,93.59
-74.08,19.08,35.21
-87.12,4.84,26.9
-59.16,56.6,113.57
-85.96,20.25,25.96
-57.29,48.09,9.08
-43.27,87.46,3.8
-86.5,10.31,64.32
-62.43,62.86,27.57
-82.3,20.66,64.01
-55.56,19.02,127.28
-55.68,32.84,12.49
-51.58,24.55,48.34
-89.86,0.75,40.69
-86.8,0.72,34.13
-51.97,64.25,89.17
-63.88,55.87,61.71
-75.19,4.9,80.01
-82.13,8.19,27.16
-51.56,24.47,54.06
-69.87,8.99,94.15
-83.36,1.32,500.0
-80.88,9.13,67.14
-61.75,60.8,43.91
-43.12,31.85,32.82
-59.85,114.87,6.87
-67.96,22.97,24.69
-77.43,21.18,97.53
-79.69,30.28,28.43
-68.51,32.7,10.45
-73.3,49.33,20.53
-65.4,49.1,65.93
-28.85,41.8,481.48
-95.0,7.03,36.52
-73.87,27.73,15.73
-77.08,43.19,22.1
-87.23,7.17,70.56
-66.57,15.62,31.06
-89.51,9.94,35.64
-52.56,25.32,316.32
-66.91,285.0,8.55
-95.0,2.59,72.77
-73.17,31.26,10.49
-61.83,47.12,53.88
-80.06,4.57,54.33
-58.15,73.58,29.62
-82.91,6.39,33.35
-80.36,34.94,23.6
-69.14,36.61,36.77
-67.81,11.38,76.38
-66.35,132.43,10.12
-88.38,15.5,22.43
-77.86,12.22,21.92
-71.15,7.16,42.6
-95.0,3.5,36.55
-80.38,29.28,23.11
-75.89,20.99,21.78
-70.42,92.0,13.99
-67.96,12.51,83.66
-51.11,27.32,127.26
-95.0,0.5,70.92
-76.12,27.53,13.31
-68.61,48.86,25.68
-86.39,10.48,16.32
-95.0,0.5,64.27
-71.29,17.12,61.88
-65.49,30.54,13.63
-37.37,91.39,500.0
-86.86,6.59,45.29
-82.69,9.36,67.63
-75.29,61.43,15.64
-51.55,35.66,13.96
-75.4,13.02,29.83
-69.78,3.75,245.1
-74.95,5.6,69.26
-68.53,24.42,17.61
-64.72,34.9,16.54
-77.6,9.72,45.42
-68.72,13.0,189.03
-73.15,22.55,17.46
-66.53,15.8,106.83
-74.71,88.49,16.6
-67.61,45.78,30.28
-79.26,19.34,19.78
-86.57,4.58,179.81
-80.18,20.84,41.7
-60.19,23.61,38.08
-76.48,19.44,19.09
-71.57,28.31,96.95
-52.4,71.56,5.66
-95.0,0.5,500.0
-53.52,81.12,37.35
-70.32,30.82,8.95
-53.17,24.63,32.67
-81.31,6.97,46.87
-65.85,48.57,112.25
-83.08,3.55,86.4
-54.64,29.83,22.35
-70.56,38.42,114.43
-93.26,3.43,94.32
-79.26,14.49,89.59
-70.81,37.27,191.46
-83.31,4.38,246.98
-95.0,0.5,47.79
-71.9,109.83,12.37
-75.05,11.62,37.49
-74.58,66.38,12.55
-75.08,13.74,43.96
-67.7,33.65,118.86
-71.54,13.03,113.48
-49.54,59.88,1.0
-89.39,4.14,70.77
-95.0,4.29,26.99
-90.45,13.57,20.11
-60.35,25.57,36.79
-82.64,3.67,49.52
-57.19,87.46,15.06
-82.67,24.63,27.3
-95.0,1.0,82.54
-95.0,7.78,65.54
-90.95,0.5,80.22
-76.2,5.2,56.73
-60.81,19.93,482.11
-69.89,14.01,94.47
-94.66,3.15,97.23
-66.52,42.54,16.49
-73.98,21.1,17.54
-71.37,58.46,11.94
-78.28,24.04,499.69
-87.31,7.84,102.64
-66.12,149.6,10.8
-81.86,3.94,24.86
-84.35,16.83,33.15
-71.23,22.86,254.31
-75.03,6.15,60.65
-80.38,46.52,18.1
-67.91,13.69,34.79
-60.38,101.99,12.4
-90.54,6.47,201.43
-64.53,63.58,28.21
-62.22,46.95,81.17
-88.34,11.64,50.29
-80.75,14.15,25.39
-86.74,63.3,21.37
-95.0,3.97,24.65
-60.44,23.62,23.05
-45.82,70.23,42.92
-77.62,14.35,24.13
-61.91,24.24,21.46
-43.55,35.98,25.93
-84.36,18.46,39.63
-63.35,22.65,24.22
-65.32,26.44,25.05
-68.74,6.78,161.99
-79.09,14.37,35.85
-95.0,5.29,251.28
-77.89,25.51,115.3
-85.87,9.07,28.15
-83.54,41.34,17.81
-76.86,13.79,52.66
-70.93,47.29,27.0
-77.34,5.23,206.77
-73.79,7.69,260.33
-73.08,34.15,34.33
-88.8,7.03,124.35
-64.97,34.24,38.92
-67.06,28.44,17.56
-77.48,13.18,42.81
-78.25,2.83,83.72
-70.34,11.57,500.0
-64.19,82.29,17.98
-72.14,13.83,120.38
-69.65,116.7,9.61
-82.86,4.66,497.73
-83.11,20.77,25.39
-45.17,37.71,20.79
-57.96,18.98,46.08
-80.92,6.19,35.01
-45.5,43.36,17.31
-53.42,18.19,500.0
-79.23,15.0,36.23
-79.14,24.95,159.5
-62.55,36.37,14.4
-76.66,30.23,26.17
-80.99,22.58,60.19
-69.84,33.45,11.15
-93.8,3.53,500.0
-95.0,5.5,254.51
-46.56,84.6,45.89
-95.0,0.5,82.76
-57.79,17.77,156.1
-67.72,12.29,241.28
-65.36,125.43,10.76
-84.82,21.99,28.16
-91.36,7.54,132.6
-91.04,4.8,47.25
-59.57,83.03,3.38
-51.05,27.42,48.35
-78.75,6.53,43.12
-70.06,90.06,15.41
-67.21,45.14,42.91
-80.55,7.53,124.83
-44.96,38.17,34.15
-64.16,51.22,9.21
-54.14,66.66,181.29
-57.83,230.86,4.37
-82.38,16.25,19.81
-77.85,13.76,30.13
-33.92,37.94,62.19
-50.85,27.0,29.8
-57.22,29.89,20.08
-68.57,17.07,38.03
-68.21,47.23,69.97
-92.58,0.5,35.94
-68.49,24.45,24.01
-95.0,0.5,47.29
-77.61,10.11,38.77
-43.1,42.29,17.3
-73.51,8.27,48.35
-71.43,52.1,12.57
-76.46,29.88,33.95
-70.33,16.57,28.01
-53.11,27.58,73.96
-62.03,245.74,2.16
-65.24,84.28,13.56
-71.55,15.91,44.21
-66.15,27.78,12.93
-80.93,4.05,56.32
-33.31,54.92,8.26
-46.48,26.86,58.08
-76.42,26.11,18.3
-57.39,25.14,51.28
-88.68,13.77,22.31
-72.08,15.66,91.78
-77.01,34.89,25.37
-70.43,18.65,35.46
-88.9,5.48,52.56
-76.88,33.73,26.93
-70.76,49.87,21.9
-65.86,112.66,6.87
-83.09,1.33,334.4
-74.63,30.0,500.0
-68.13,37.03,82.55
-84.81,31.07,18.05
-78.83,6.97,197.89
-95.0,3.51,500.0
-62.94,32.37,18.44
-79.02,26.0,15.84
-61.27,45.22,3.69
-56.3,17.38,44.28
-89.26,44.54,17.28
-76.51,7.04,94.0
-94.05,7.11,28.35
-64.36,90.59,14.96
-62.07,23.08,31.68
-47.22,104.08,19.01
-57.13,74.21,26.3
-73.0,39.71,38.31
-61.37,43.29,239.17
-63.89,35.18,14.14
-75.12,11.76,31.43
-95.0,0.5,500.0
-54.88,19.64,28.77
-50.26,20.73,47.08
-64.08,51.15,35.23
-92.38,8.93,31.1
-84.2,4.87,31.19
-62.54,22.22,112.61
-77.51,7.27,54.23
-83.68,2.16,63.88
-68.25,11.99,32.93
-59.47,21.04,30.31
-52.5,26.95,318.53
-95.0,0.5,94.36
-69.01,50.84,26.07
-81.4,50.34,16.9
-95.0,0.5,56.61
-71.64,45.56,35.65
-95.0,10.39,45.28
-51.98,29.58,36.1
-37.41,93.61,9.27
-70.74,23.95,28.66
-78.49,45.98,19.64
-54.34,30.49,16.28
-68.97,9.51,253.83
-73.29,180.48,13.52
-68.33,88.8,11.68
-46.27,47.96,10.06
-79.96,15.85,333.0
-68.28,79.73,14.23
-81.74,5.63,44.34
-52.79,73.51,28.29
-86.44,3.36,37.95
-31.05,46.63,35.31
-66.02,55.78,21.08
-71.79,18.65,20.66
-78.84,10.08,87.37
-30.52,49.35,38.6
-72.94,40.07,39.78
-95.0,3.75,53.21
-79.95,27.05,24.67
-52.38,43.67,14.28
-58.76,28.46,27.88
-52.47,25.88,35.39
-62.49,64.88,27.95
-55.54,61.27,149.44
-81.72,23.33,19.6
-65.19,15.5,48.18
-73.17,28.06,20.26
-72.62,26.62,17.1
-73.3,57.45,16.97
-69.7,38.05,59.86
-92.28,1.68,500.0
-79.53,14.19,17.48
-45.16,35.13,183.32
-87.09,14.45,24.6
-73.08,30.29,328.38
-82.06,6.99,47.56
-81.34,26.22,26.75
-71.0,34.9,193.27
-90.26,20.28,26.67
-83.05,5.1,500.0
-73.31,32.73,42.79
-25.53,97.76,236.14
-67.99,11.58,500.0
-44.31,44.47,23.09
-77.69,12.99,26.87
-55.6,55.2,128.85
-67.12,38.39,13.37
-31.25,41.2,151.22
-90.83,5.59,252.3
-76.65,40.74,26.39
-71.35,32.03,320.75
-67.92,27.75,20.46
-68.12,41.18,17.47
-69.38,34.69,71.94
-65.1,27.14,15.68
-85.88,13.02,33.16
-69.67,9.76,61.44
-82.42,10.61,334.01
-30.8,109.93,148.4
-37.74,99.37,2.28
-85.18,6.86,74.43
-79.47,12.98,18.73
-59.82,19.07,26.35
-52.68,123.64,6.95
-63.62,14.25,500.0
-95.0,9.15,25.44
-71.62,49.21,26.52
-71.29,7.91,46.36
-43.7,40.18,21.98
-40.18,99.15,1.0
-62.19,14.91,153.64
-81.85,18.58,64.41
-77.92,21.21,17.58
-65.28,18.0,32.35
-87.43,27.03,21.95
-71.89,7.02,245.07
-93.46,0.5,86.0
-60.89,30.72,15.78
-74.43,23.3,30.37
-90.15,5.11,73.46
-91.66,5.72,33.92
-68.55,43.78,500.0
-88.27,6.05,33.16
-85.0,10.97,80.56
-77.69,23.39,76.4
-69.14,18.74,78.61
-88.44,11.86,33.23
-76.7,13.44,54.17
-51.66,33.85,20.11
-64.87,24.89,31.44
-69.44,12.9,500.0
-74.13,13.73,55.12
-60.96,76.02,15.18
-95.0,1.18,62.16
-69.19,55.0,29.52
-35.85,250.38,5.16
-84.07,1.41,35.21
-59.44,22.74,58.95
-66.52,22.93,23.79
-69.21,19.5,30.97
-66.37,37.79,134.8
-72.03,29.51,10.4
-85.86,19.79,22.01
-79.66,22.2,29.12
-68.89,10.33,68.34
-40.73,136.8,14.63
-59.53,39.43,5.6
-85.15,15.28,33.96
-70.98,40.55,36.2
-24.22,82.17,11.32
-95.0,0.96,54.24
-70.57,23.3,18.03
-69.06,79.37,16.04
-30.4,275.87,19.65
-79.25,27.72,77.99
-80.74,5.66,22.24
-68.46,13.58,134.29
-63.3,15.24,76.93
-50.55,26.76,38.28
-81.46,5.3,22.05
-41.25,41.99,25.34
-70.71,52.69,28.13
-67.43,26.94,17.73
-95.0,12.74,41.57
-56.94,87.72,14.59
-60.55,18.62,500.0
-94.04,14.0,28.41
-34.61,49.06,13.73
-73.09,27.61,500.0
-52.84,25.06,25.96
-56.03,23.66,38.23
-72.84,127.11,10.4
-63.54,46.64,114.36
-39.86,404.09,21.27
-95.0,8.9,42.7
-71.77,17.58,18.7
-79.67,8.43,25.72
-95.0,3.97,42.97
-59.79,15.01,186.15
-78.38,14.45,25.04
-54.5,48.34,10.68
-66.61,14.41,104.04
-95.0,0.5,49.3
-68.17,17.15,489.74
-62.17,15.0,80.97
-31.94,41.07,58.94
-64.79,106.92,8.62
-95.0,4.04,49.26
-58.38,27.48,20.45
-65.44,36.31,10.93
-74.01,88.28,13.55
-72.77,23.86,18.63
-69.49,19.74,20.29
-29.54,108.36,500.0
-35.01,112.93,3.28
-94.55,3.5,28.14
-69.45,14.42,47.37
-60.52,52.74,500.0
-53.16,25.76,500.0
-67.4,35.67,15.05
-89.35,13.13,33.99
-77.75,33.24,28.66
-51.45,23.49,152.36
-28.69,89.72,6.22
-83.69,24.21,31.98
-58.06,33.62,16.42
-64.08,22.62,321.43
-53.77,21.83,91.05
-82.33,5.25,500.0
-48.53,89.65,27.16
-63.46,39.19,47.22
-63.65,43.71,71.42
-72.96,42.27,31.79
-63.38,32.19,15.83
-87.47,2.86,48.39
-64.68,90.3,10.57
-75.52,26.57,500.0
-66.2,10.34,51.14
-79.24,8.11,47.23
-68.82,49.41,41.85
-94.48,6.85,39.53
-77.79,12.43,22.21
-65.29,10.73,57.85
-93.27,6.9,33.58
-73.48,11.76,62.62
-90.43,6.17,198.97
-81.72,12.42,95.64
-81.81,15.72,39.95
-51.0,117.07,5.53
-95.0,0.5,62.45
-71.21,21.54,25.55
-72.73,5.34,54.55
-82.6,26.62,29.54
-70.0,16.78,30.0
-70.06,43.09,54.16
-74.06,30.72,49.52
-86.43,2.31,54.54
-58.23,20.31,181.11
-73.23,12.79,116.32
-48.11,37.42,22.76
-65.1,13.04,114.57
-60.59,30.53,14.1
-49.72,46.79,10.87
-95.0,1.45,500.0
-75.57,8.36,500.0
-62.46,12.56,187.06
-62.1,71.39,21.01
-85.27,33.53,21.55
-71.55,61.34,18.57
-56.09,122.78,6.95
-95.0,4.13,169.3
-67.42,13.77,36.11
-57.81,131.75,6.14
-78.17,5.64,43.71
-69.17,15.47,21.51
-56.5,38.06,75.95
-76.93,32.37,35.65
-44.67,29.31,53.78
-67.95,21.39,61.39
-59.19,27.68,21.83
-50.73,27.6,65.71
-75.72,11.87,86.28
-36.53,30.14,500.0
-60.72,22.95,32.91
-84.96,3.38,110.15
-84.48,6.65,26.84
-72.0,9.09,47.71
-69.69,10.72,50.84
-86.15,6.51,41.31
-66.59,113.29,11.18
-55.58,9.49,500.0
-68.12,16.41,33.42
-55.78,23.57,32.42
-35.17,147.06,13.48
-73.61,14.53,26.91
-80.62,12.23,32.05
-83.42,8.9,500.0
-66.47,48.09,35.58
-79.67,2.86,29.1
-95.0,2.53,500.0
-74.09,11.65,30.89
-56.34,22.67,500.0
-74.89,6.08,324.69
-95.0,3.86,37.56
-63.96,42.35,7.72
-56.99,19.92,59.06
-77.18,67.04,14.97
-74.58,41.99,14.82
-83.09,2.15,60.78
-79.9,10.31,35.92
-66.65,50.44,41.36
-74.54,27.11,500.0
-64.88,108.95,9.03
-82.21,13.43,21.96
-69.31,17.75,33.7
-63.02,14.11,238.42
-35.97,206.17,9.38
-36.92,37.59,44.52
-90.85,0.5,500.0
-38.65,82.56,3.52
-58.05,84.91,17.72
-74.15,8.32,40.63
-94.35,5.99,149.51
-72.37,39.92,45.92
-89.03,11.67,196.42
-46.26,32.49,38.4
-60.49,29.48,14.33
-66.31,36.55,323.76
-85.53,15.83,38.28
-76.56,20.39,59.43
-55.57,57.92,312.5
-95.0,5.26,339.37
-50.73,23.4,154.62
-75.46,2.97,254.29
-85.75,11.67,48.86
-69.87,19.16,130.55
-24.58,307.8,5.54
-83.36,5.53,500.0
-56.72,24.14,32.66
-72.47,36.52,75.24
-74.31,12.71,20.92
-69.25,18.6,27.11
-54.02,104.71,12.28
-77.63,77.7,13.24
-95.0,3.85,37.17
-64.74,11.23,500.0
-55.02,85.69,40.24
-55.32,62.88,14.02
-32.74,349.52,3.99
-71.42,11.22,26.08
-73.52,20.8,23.57
-32.03,146.8,20.93
-35.58,238.93,7.27
-80.01,26.09,55.4
-95.0,2.4,47.07
-53.09,30.46,23.06
-45.77,71.23,10.15
-84.34,17.08,65.05
-95.0,6.61,25.84
-73.77,9.79,36.89
-45.62,67.06,486.81
-75.06,16.11,31.76
-29.91,62.91,20.8
-68.1,15.86,500.0
-63.44,19.4,116.09
-68.47,17.5,46.58
-63.32,20.39,61.42
-72.44,13.53,43.38
-74.51,66.04,13.41
-66.57,7.5,169.29
-74.89,12.0,42.98
-43.31,20.86,500.0
-72.43,39.69,37.55
-71.7,16.66,33.92
-79.42,23.29,57.58
-84.77,3.49,70.21
-95.0,3.92,29.64
-57.86,26.05,70.72
-63.02,44.14,4.74
-86.87,1.29,41.49
-45.61,85.55,316.3
-83.35,2.49,134.73
-67.55,13.32,130.5
-77.81,6.89,24.45
-78.62,14.56,19.52
-91.3,2.16,35.03
-78.36,30.35,58.14
-95.0,0.55,30.23
-77.59,4.72,43.39
-80.78,2.11,53.76
-71.83,188.06,16.49
-78.11,14.73,31.77
-32.36,89.68,112.53
-50.58,142.92,9.11
-55.7,21.27,30.41
-76.96,5.93,493.78
-77.49,11.71,84.17
-83.63,2.09,141.88
-51.68,122.9,11.56
-61.02,41.53,130.91
-64.09,20.05,53.14
-83.49,19.83,29.31
-95.0,0.99,38.92
-71.13,30.96,238.75
-80.36,14.53,32.93
-62.5,18.26,128.11
-81.3,18.23,32.58
-44.52,27.44,240.97
-66.41,85.21,14.16
-79.8,9.15,79.36
-21.0,247.84,10.96
-83.25,7.71,56.12
-74.84,11.99,26.02
-53.53,28.5,27.03
-77.47,58.28,17.19
-65.45,15.67,42.49
-90.84,7.57,40.33
-87.35,1.3,38.3
-50.67,66.14,86.12
-76.83,24.91,19.02
-48.19,41.04,15.09
-61.07,231.88,16.21
-91.51,1.31,50.17
-72.19,73.39,17.03
-54.93,123.84,9.84
-58.09,31.12,11.02
-69.68,11.08,159.22
-68.36,19.78,17.24
-67.63,159.57,11.15
-91.82,2.33,57.04
-78.38,21.97,162.37
-75.18,8.66,331.36
-86.2,17.51,26.69
-72.54,15.55,62.08
-83.92,13.57,38.2
-76.82,31.68,27.75
-67.03,19.87,28.01
-82.34,17.36,124.55
-82.19,13.44,145.58
-83.19,4.9,57.52
-79.3,29.4,26.96
-82.22,11.76,23.93
-72.12,23.51,500.0
-29.23,95.06,9.49
-46.37,94.99,45.74
-87.94,9.11,49.61
-63.03,54.15,26.88
-64.67,14.21,105.54
-95.0,4.13,255.15
-60.42,142.65,9.25
-70.81,9.09,325.62
-91.17,9.32,31.51
-65.15,20.92,21.49
-94.01,4.76,31.7
-75.89,10.51,25.76
-95.0,2.02,52.68
-90.07,4.61,500.0
-42.39,25.29,98.9
-75.16,7.13,157.4
-87.51,6.58,256.65
-68.53,12.98,242.49
-60.03,43.43,7.46
-78.37,32.19,26.68
-58.71,90.45,14.3
-63.41,47.41,500.0
-88.86,8.24,30.16
-62.25,15.62,127.51
-78.02,15.75,500.0
-69.52,13.73,82.79
-49.82,72.1,63.57
-80.65,34.22,32.36
-95.0,0.5,36.13
-70.7,65.79,19.44
-95.0,3.61,32.89
-80.53,16.06,125.33
-78.02,9.0,46.84
-51.27,20.74,500.0
-67.41,13.07,70.28
-81.81,32.72,24.43
-41.87,130.58,20.86
-72.41,8.75,49.93
-61.48,18.9,500.0
-61.63,31.27,14.56
-66.61,99.33,9.14
-65.83,13.11,33.34
-85.77,0.5,45.27
-65.14,34.46,14.08
-85.09,7.33,35.83
-56.67,65.53,82.89
-74.73,6.93,489.46
-95.0,5.36,36.05
-54.59,23.87,182.9
-46.53,25.79,487.4
-68.12,114.69,12.3
-51.56,17.37,45.98
-70.29,8.14,96.5
-58.23,24.02,35.74
-68.63,14.74,242.47
-57.8,143.78,11.24
-95.0,0.5,72.58
-72.24,60.81,18.91
-87.46,17.25,27.4
-73.0,40.42,28.62
-73.91,12.57,75.08
-74.82,18.1,25.54
-90.92,9.75,53.82
-82.44,1.61,121.14
-78.64,26.01,34.01
-67.6,123.74,8.55
-20.0,122.62,316.91
-80.69,21.33,17.33
-95.0,11.77,24.54
-69.81,16.36,130.56
-95.0,8.54,47.23
-86.75,58.59,21.84
-65.13,44.38,126.03
-70.7,138.28,12.71
-73.37,23.95,242.38
-67.24,17.57,34.05
-95.0,13.63,27.1
-52.85,70.81,106.26
-51.25,56.07,5.23
-37.17,99.31,185.67
-79.3,13.66,21.04
-49.58,76.95,149.72
-66.37,39.57,8.71
-73.46,6.63,242.75
-67.21,35.97,64.95
-75.4,16.38,81.34
-87.66,4.99,31.03
-64.3,27.42,12.39
-49.86,50.87,8.27
-67.97,52.92,50.7
-52.77,87.47,4.09
-95.0,1.33,39.59
-78.78,23.16,30.64
-55.41,34.53,29.62
-76.97,47.85,19.31
-65.49,43.29,10.06
-72.91,41.73,38.86
-73.95,17.42,28.37
-64.9,18.79,35.77
-70.42,43.14,46.33
-64.76,38.97,14.65
-75.45,11.68,29.49
-74.37,16.22,40.5
-45.77,190.89,1.0
-92.76,3.32,61.57
-49.81,107.96,6.42
-81.88,2.96,500.0
-88.06,20.42,26.61
-64.22,15.3,41.97
-64.49,14.75,31.33
-53.98,28.32,23.07
-58.11,94.74,14.2
-76.69,42.1,26.79
-69.62,80.96,14.18
-74.91,24.48,64.79
-67.75,10.21,500.0
-53.63,95.4,20.65
-92.24,6.65,250.3
-58.16,37.03,15.27
-41.35,135.65,15.37
-81.63,12.45,163.95
-64.96,43.22,14.11
-50.95,16.54,40.08
-85.18,9.0,46.6
-72.62,105.06,9.69
-71.03,8.34,52.35
-52.52,52.77,11.32
-50.43,22.85,49.03
-92.21,8.98,21.43
-63.53,23.08,20.13
-83.17,83.49,21.8
-69.84,56.35,24.56
-86.92,2.02,128.25
-72.0,10.72,140.56
-95.0,2.57,54.71
-20.36,222.2,9.32
-79.12,12.71,30.0
-71.21,27.47,56.27
-95.0,2.34,32.65
-31.86,130.16,30.61
-82.28,3.17,42.88
-89.79,7.78,82.75
-95.0,5.38,28.55
-80.79,6.79,58.65
-88.73,16.72,18.94
-60.54,9.87,40.76
-48.8,176.35,2.2
-79.04,12.63,24.29
-62.22,67.95,16.89
-74.51,8.88,151.96
-95.0,4.06,37.27
-62.03,52.08,108.88
-63.16,61.76,19.34
-26.49,232.83,10.09
-52.41,94.53,1.29
-95.0,0.5,125.9
-74.97,7.24,33.61
-54.06,22.41,234.51
-90.36,8.36,126.12
-56.87,68.67,95.67
-74.87,10.6,118.44
-62.89,15.02,56.71
-66.55,20.74,29.68
-74.04,47.96,19.91
-87.49,3.1,114.22
-67.19,19.05,26.0
-58.23,53.64,91.05
-67.91,91.66,17.27
-88.05,10.85,37.15
-84.41,5.23,31.88
-73.33,33.16,37.48
-74.51,22.27,18.86
-64.07,50.95,38.19
-55.03,64.88,5.49
-46.59,22.03,241.13
-86.54,19.44,25.09
-50.78,26.44,81.89
-84.37,6.73,40.62
-66.43,46.13,97.69
-76.18,32.5,28.2
-64.09,19.95,32.06
-85.77,0.5,98.28
-69.53,10.05,90.88
-75.55,57.28,17.73
-70.04,38.49,63.84
-65.84,295.85,8.18
-75.57,36.85,14.74
-72.1,12.53,106.21
-80.12,11.93,27.52
-81.37,3.5,152.88
-60.34,30.94,26.02
-65.84,27.66,11.25
-86.87,1.83,203.75
-89.09,5.58,37.71
-84.06,8.04,91.13
-61.77,50.85,149.6
-66.02,27.46,112.56
-71.95,8.21,59.21
-67.33,11.02,491.35
-77.09,13.97,327.75
-59.91,64.07,73.76
-67.25,52.16,25.32
-71.97,24.58,28.01
-75.73,17.77,23.85
-72.54,14.45,71.19
-58.02,50.7,134.12
-77.68,20.75,52.61
-76.76,19.13,99.21
-86.55,5.32,57.41
-66.68,50.49,54.23
-60.17,21.92,39.09
-69.38,12.36,78.58
-91.76,2.64,88.77
-71.18,13.29,64.49
-71.45,55.84,6.13
-54.56,32.56,14.05
-42.13,121.71,15.47
-72.01,15.44,35.98
-56.72,17.21,60.12
-52.14,33.64,20.93
-76.8,29.99,72.35
-84.84,7.89,56.61
-60.07,67.47,31.53
-56.26,108.37,7.8
-75.98,63.11,15.25
-69.1,22.09,19.1
-91.67,3.45,26.75
-95.0,3.75,22.14
-52.35,16.55,163.12
-61.92,47.27,7.68
-57.15,31.1,17.2
-75.65,6.22,103.48
-77.8,37.13,16.4
-89.56,14.06,28.11
-95.0,5.61,33.02
-78.55,8.91,29.47
-80.59,29.63,28.72
-92.87,10.26,249.78
-89.59,7.1,29.51
-64.93,23.18,47.84
-51.01,69.31,104.82
-73.16,32.64,500.0
-95.0,12.42,21.62
-72.41,24.22,20.25
-43.6,32.95,42.64
-68.45,104.2,10.23
-78.58,12.78,52.6
-81.98,7.06,57.96
-74.17,13.03,77.36
-77.47,15.24,23.87
-61.79,17.72,184.97
-66.23,17.39,57.58
-68.17,38.18,186.19
-69.51,15.99,495.01
-50.36,51.57,12.6
-75.24,50.1,20.04
-42.72,40.41,25.59
-57.95,26.59,12.79
-78.71,23.17,21.42
-70.14,43.8,33.05
-50.9,65.69,6.23
-67.95,15.32,30.43
-82.48,2.08,52.01
-42.88,37.61,28.78
-71.4,9.39,26.9
-66.56,26.99,15.26
-89.59,1.73,52.58
-76.39,4.45,120.4
-20.0,49.01,53.0
-82.1,57.51,14.35
-70.8,44.63,32.75
-74.17,30.91,159.37
-52.42,26.38,39.17
-74.77,12.66,500.0
-57.39,26.86,17.26
-82.05,33.43,23.57
-55.91,23.01,51.68
-54.91,212.42,1.4
-65.49,51.08,36.08
-72.36,13.7,19.15
-56.65,77.74,28.85
-62.76,45.69,33.48
-50.58,31.28,24.86
-74.39,17.48,25.08
-68.45,42.24,11.4
-66.21,29.8,15.91
-70.38,12.68,74.05
-95.0,0.5,500.0
-61.44,60.55,46.57
-88.5,11.59,25.6
-49.19,189.59,5.72
-60.62,24.52,148.21
-73.73,19.26,25.37
-82.79,3.84,34.19
-49.09,69.96,33.53
-82.67,15.06,500.0
-80.55,26.76,25.97
-69.05,50.1,11.33
-92.23,6.2,30.13
-75.83,15.77,95.52
-34.68,216.05,11.17
-91.48,15.04,30.83
-31.19,141.69,27.36
-46.44,77.43,233.22
-76.63,63.85,18.29
-43.22,28.56,186.3
-80.64,7.89,51.69
-77.98,21.12,48.2
-86.31,8.72,500.0
-56.23,22.54,93.92
-95.0,5.54,251.15
-58.03,43.8,9.53
-65.44,16.3,500.0
-76.91,5.71,120.01
-48.47,35.64,19.44
-65.77,95.16,16.74
-77.41,13.16,30.71
-53.31,56.33,9.57
-78.62,12.79,28.67
-74.36,8.32,83.41
-88.13,4.84,107.44
-58.74,27.58,13.05
-33.63,86.13,158.19
-79.93,16.62,55.58
-52.87,43.58,14.03
-81.95,13.15,43.63
-62.31,12.63,44.03
-63.36,28.68,15.84
-76.19,46.07,17.75
-72.38,7.54,115.24
-47.72,24.65,86.02
-86.07,4.04,167.99
-74.69,18.1,37.25
-41.12,45.35,21.74
-86.33,3.75,26.42
-68.9,13.17,131.08
-76.3,32.72,28.71
-73.53,198.19,9.25
-64.77,19.51,29.29
-79.0,9.79,50.03
-62.33,18.22,500.0
-39.04,202.39,11.11
-94.55,0.5,346.63
-77.95,22.74,55.15
-66.9,24.14,19.53
-65.97,54.8,25.41
-45.67,43.93,15.56
-95.0,0.5,500.0
-91.23,3.74,66.52
-84.26,7.49,70.62
-76.82,18.48,15.49
-69.62,16.87,45.3
-48.73,140.49,9.69
-60.71,24.85,484.97
-68.95,41.22,66.08
-39.34,84.66,154.37
-63.07,27.14,24.86
-55.31,139.12,9.49
-68.03,45.2,8.83
-92.76,0.5,173.59
-75.24,90.83,17.85
-56.11,37.54,13.23
-79.48,34.27,21.71
